State,Count
AL,397
AK,0
AR,201
AZ,949
CA,18470
CO,612
CT,731
DE,286
DC,391
FL,2432
GA,2178
HI,74
IA,408
ID,98
IL,3387
IN,601
KS,369
KY,358
LA,277
ME,87
MD,1267
MA,2750
MI,2436
MN,630
MO,595
MS,97
MT,28
NC,1333
ND,96
NE,252
NH,193
NJ,5808
NM,189
NV,158
NY,6209
OH,1320
OK,177
OR,744
PA,1953
RI,133
SC,257
SD,62
TN,441
TX,7264
UT,289
VA,2499
VT,109
WA,4037
WI,618
WV,108
WY,22
